pollster,date,fidesz,tisza,dk,mihazank,mkkp,momentum,url
Publicus,2021-05-19,0.4557,,,0.0127,0.0127,,
Publicus,2021-05-19,0.42100000000000004,,0.1575,0.0127,0.0127,0.1063,
Závecz RI,2021-05-12,0.4738,,,,,,
Závecz RI,2021-05-12,0.45130000000000003,,0.1591,0.0125,0.0138,0.0741,
IDEA,2021-04-30,0.4546,,0.1525,0.029500000000000002,0.029500000000000002,0.0885,
IDEA,2021-04-30,0.4515,,,0.039,0.0227,,
Nézőpont,2021-04-27,0.5114,,,0.0278,0.022799999999999997,,
Publicus,2021-04-26,0.4744,,,0.0,0.0128,,
Publicus,2021-04-26,0.4559,,0.1471,0.0147,0.0147,0.0919,
Republikon,2021-04-21,0.4579,,0.13119999999999998,0.0124,0.0124,0.1188,
Závecz RI,2021-04-13,0.4732,,,,,,
Závecz RI,2021-04-13,0.4621,,0.1591,0.009399999999999999,0.013999999999999999,0.0825,
Medián,2021-04-09,0.4878,,,0.024399999999999998,0.048799999999999996,,
Medián,2021-04-09,0.4861,,0.09720000000000001,0.0139,0.0556,0.11109999999999999,
IDEA,2021-03-28,0.44,,,0.04,0.03,,
IDEA,2021-03-28,0.4374,,0.16469999999999999,0.029500000000000002,0.029500000000000002,0.1007,
Publicus,2021-03-23,0.44780000000000003,,0.1668,,,0.1112,
Republikon,2021-03-21,0.4447,,0.1382,0.0126,0.0126,0.1332,
Nézőpont,2021-03-08,0.5082,,,0.0177,0.0177,,
Závecz RI,2021-03-06,0.456,,0.1553,0.0287,0.0118,0.0861,
Závecz RI,2021-03-06,0.4718,,,0.0232,0.0116,,
IDEA,2021-02-23,0.43829999999999997,,0.16949999999999998,0.0291,0.0291,0.0993,
IDEA,2021-02-23,0.4445,,,0.0333,0.027200000000000002,,
Publicus,2021-02-22,0.4325,,0.1583,0.0131,0.0131,0.1069,
Medián,2021-02-19,0.5072,,0.0725,0.028999999999999998,0.087,0.1014,
Medián,2021-02-19,0.49369999999999997,,,0.038,0.0886,,
Republikon,2021-02-18,0.4539,,0.1496,0.0125,0.0175,0.1322,
Závecz RI,2021-02-09,0.46880000000000005,,,,,,
Závecz RI,2021-02-09,0.4629,,0.1635,0.0124,0.0197,0.0891,
IDEA,2021-01-24,0.43700000000000006,,,0.0278,0.0392,,
IDEA,2021-01-24,0.43729999999999997,,0.1672,0.0287,0.0355,0.10289999999999999,
Závecz RI,2021-01-21,0.4772,,,,,,
Závecz RI,2021-01-21,0.493,,0.1408,0.0141,0.0141,0.08449999999999999,
Publicus,2021-01-20,0.44780000000000003,,0.1493,,,0.1119,
Nézőpont,2021-01-19,0.5096,,,0.0111,0.0111,,
Republikon,2021-01-17,0.4539,,0.16210000000000002,0.0175,0.0175,0.1322,
Századvég,2020-12-18,0.5618,,,,,,
Publicus,2020-12-15,0.4545,,0.1429,,,0.125,
Nézőpont,2020-12-15,0.49920000000000003,,,0.0216,0.0208,,
IDEA,2020-12-13,0.4596,,0.16469999999999999,0.029500000000000002,0.0245,0.1057,
Republikon,2020-12-11,0.4539,,0.1496,0.0175,0.0175,0.1446,
Medián,2020-12-05,0.4899,,0.09570000000000001,0.0252,0.0692,0.10710000000000001,
Závecz RI,2020-12-04,0.4718,,,,,,
Závecz RI,2020-12-04,0.4456,,0.1759,0.0174,0.0297,0.0941,
IDEA,2020-12-02,0.4636,,0.1636,0.0171,0.024300000000000002,0.1,
Medián,2020-11-28,0.48009999999999997,,0.10210000000000001,0.029900000000000003,0.060899999999999996,0.1219,
Publicus,2020-11-19,0.45909999999999995,,0.1524,0.0103,0.0134,0.1225,
Republikon,2020-11-19,0.4788,,0.1496,0.0175,0.029900000000000003,0.1322,
Závecz RI,2020-11-10,0.4557,,,,,,
Závecz RI,2020-11-09,0.4779,,,,,,
Závecz RI,2020-11-09,0.4629,,0.1659,0.0174,0.0174,0.1065,
IDEA,2020-11-02,0.4622,,0.16140000000000002,0.0239,0.0239,0.0986,
Republikon,2020-10-22,0.5036999999999999,,0.1496,0.0175,0.029900000000000003,0.1197,
Publicus,2020-10-22,0.4545,,0.1374,0.0152,0.0152,0.1374,
Iránytű,2020-10-17,0.5012,,0.1252,0.0177,0.0304,0.099,
Závecz RI,2020-10-10,0.4769,,0.1575,0.0245,0.0245,0.0935,
IDEA,2020-10-02,0.4829,,0.1672,0.023700000000000002,0.023700000000000002,0.09789999999999999,
Publicus,2020-09-23,0.4807,,0.13849999999999998,0.0104,0.016200000000000003,0.121,
Závecz RI,2020-09-12,0.4929,,0.16140000000000002,0.024300000000000002,0.0121,0.1,
Medián,2020-08-30,0.59,,0.08289999999999999,0.0171,0.0464,0.11710000000000001,
Publicus,2020-08-29,0.4782,,0.145,0.016,0.016,0.10859999999999999,
IDEA,2020-08-29,0.5031,,0.1564,0.0239,0.0239,0.0986,
Republikon,2020-08-19,0.5352,,0.1382,0.0126,0.042699999999999995,0.09050000000000001,
Publicus,2020-08-12,0.4919,,0.1478,0.0025,0.016200000000000003,0.1161,
Závecz RI,2020-08-12,0.5132,,,,,,
Závecz RI,2020-08-12,0.5085000000000001,,0.1454,0.0291,0.017,0.0993,
IDEA,2020-08-01,0.5064,,0.1597,0.012199999999999999,0.029500000000000002,0.1007,
Publicus,2020-07-22,0.514,,0.1472,0.005600000000000001,0.0196,0.10369999999999999,
Závecz RI,2020-07-14,0.51,,0.1393,0.029300000000000003,0.0364,0.1121,
Nézőpont,2020-07-01,0.5242,,0.10220000000000001,0.011699999999999999,0.04019999999999999,0.15410000000000001,
IDEA,2020-06-28,0.4894,,0.1745,0.017,0.0241,0.0993,
Publicus,2020-06-23,0.5165,,0.13119999999999998,0.0165,0.0197,0.10060000000000001,
Nézőpont,2020-06-04,0.5363,,0.11259999999999999,0.0116,0.0447,0.1292,
Medián,2020-06-01,0.5893,,0.0942,0.0222,0.0358,0.0992,
IDEA,2020-05-29,0.4736,,0.1636,0.029300000000000003,0.024300000000000002,0.105,
Publicus,2020-05-20,0.4907,,0.1497,0.0025,0.0161,0.1118,
Nézőpont,2020-05-07,0.5548,,0.1014,0.0116,0.0565,0.11800000000000001,
Iránytű,2020-04-25,0.505,,0.12029999999999999,0.0322,0.018600000000000002,0.1017,
IDEA,2020-04-23,0.4885,,0.15689999999999998,0.0177,0.0127,0.0962,
Nézőpont,2020-04-17,0.5670000000000001,,0.12369999999999999,0.0103,0.051500000000000004,0.1134,
Závecz RI,2020-04-16,0.5262,,0.1496,0.0125,,0.07730000000000001,
Publicus,2020-04-16,0.5028,,0.1359,0.0025,0.0167,0.0793,
Publicus,2020-03-19,0.5204,,0.1335,0.0168,0.0168,0.0454,
IDEA,2020-03-18,0.4758,,0.15689999999999998,0.0304,0.0177,0.09119999999999999,
Nézőpont,2020-03-13,0.5283,,0.0967,0.0167,0.051699999999999996,0.1183,
Závecz RI,2020-03-08,0.4813,,0.15460000000000002,0.0175,0.024900000000000002,0.0898,
Publicus,2020-03-07,0.4604,,0.1413,0.013300000000000001,0.013300000000000001,0.1193,
Publicus,2020-02-23,0.4622,,0.13470000000000001,0.0101,0.015700000000000002,0.1216,
Závecz RI,2020-02-15,0.4863,,0.13720000000000002,0.024900000000000002,0.024900000000000002,0.0898,
Nézőpont,2020-02-14,0.51,,0.1,0.02,0.05,0.13,
Medián,2020-02-10,0.5366,,0.1246,0.0108,0.013300000000000001,0.0747,
IDEA,2020-02-06,0.4556,,0.1609,0.0371,0.0297,0.0941,
Publicus,2020-01-23,0.4644,,0.1291,0.0163,0.0163,0.1241,
Republikon,2020-01-20,0.5156000000000001,,0.1234,0.017,0.017,0.0993,
Závecz RI,2020-01-16,0.4902,,0.1414,0.0259,0.0209,0.09759999999999999,
Nézőpont,2020-01-13,0.5271,,0.09539999999999998,0.0288,0.0471,0.115,
IDEA,2019-12-21,0.4888,,0.1422,0.029900000000000003,0.029900000000000003,0.09480000000000001,
Publicus,2019-12-17,0.46259999999999996,,0.1268,0.0138,0.0301,0.1155,
Závecz RI,2019-12-11,0.4924,,0.1432,0.0302,0.0176,0.10300000000000001,
Medián,2019-12-01,0.5175,,0.1128,0.0294,0.0219,0.0933,
IDEA,2019-12-01,0.4696,,0.16469999999999999,0.0245,0.029500000000000002,0.11800000000000001,
Publicus,2019-11-21,0.4744,,0.12869999999999998,0.0165,0.0222,0.13119999999999998,
Nézőpont,2019-11-15,0.5504,,0.0969,0.0265,0.0384,0.1023,
Závecz RI,2019-11-12,0.4838,,0.1422,0.029900000000000003,0.024900000000000002,0.11470000000000001,
IDEA,2019-10-30,0.4976,,0.1362,0.0297,0.024700000000000003,0.0891,
Nézőpont,2019-10-20,0.5566,,0.1023,0.024,0.0333,0.11,
Medián,2019-10-20,0.5703,,0.1288,0.0132,0.010700000000000001,0.0692,
Publicus,2019-10-19,0.4861,,0.128,0.016399999999999998,0.016399999999999998,0.128,
Századvég,2019-09-24,0.5306000000000001,,0.11130000000000001,0.0291,,0.1063,
Medián,2019-09-23,0.5938,,0.1326,0.0118,0.018500000000000003,0.052000000000000005,
IDEA,2019-09-22,0.4885,,0.1492,0.0177,0.0381,0.08349999999999999,
Závecz RI,2019-09-11,0.5236,,0.1402,0.029500000000000002,0.0195,0.0762,
Publicus,2019-09-07,0.5238,,0.1157,0.0058,0.0167,0.1157,
Publicus,2019-08-19,0.5009,,0.1276,0.005699999999999999,0.016399999999999998,0.1137,
Nézőpont,2019-08-13,0.5485,,0.1035,0.028900000000000002,0.0407,0.1035,
Závecz RI,2019-08-08,0.5079,,0.1343,0.029300000000000003,0.024300000000000002,0.0707,
IDEA,2019-07-24,0.47479999999999994,,0.16579999999999998,0.0176,0.042699999999999995,0.0779,
Publicus,2019-07-19,0.4866,,0.1258,0.0165,0.0083,0.1119,
Nézőpont,2019-07-15,0.5408,,0.10289999999999999,0.0287,0.0405,0.09609999999999999,
Závecz RI,2019-07-08,0.4974,,0.16079999999999997,0.0302,0.0302,0.0729,
Medián,2019-06-30,0.5526,,0.1597,0.0134,0.0134,0.0644,
Publicus,2019-06-24,0.49479999999999996,,0.1168,0.013600000000000001,0.013600000000000001,0.1112,
Nézőpont,2019-06-13,0.5447,,0.11470000000000001,0.0236,0.0455,0.0978,
Závecz RI,2019-06-09,0.5052,,0.16269999999999998,0.0291,0.017,0.0874,
IDEA,2019-06-07,0.4874,,0.1356,0.0252,0.0377,0.08289999999999999,
Nézőpont,2019-05-25,0.56,,0.1,0.03,0.02,0.07,
Publicus,2019-05-19,0.4756,,0.1097,0.0134,0.0134,0.061500000000000006,
Publicus,2019-05-19,0.4918,,0.06709999999999999,0.005699999999999999,0.0166,0.0364,
Medián,2019-05-16,0.5487,,0.0974,0.018600000000000002,0.011000000000000001,0.051699999999999996,
Századvég,2019-05-14,0.5485,,0.1182,0.0321,,0.06480000000000001,
Nézőpont,2019-05-10,0.54,,0.1,0.02,0.03,0.06,
Závecz RI,2019-05-09,0.5015,,0.1052,0.024399999999999998,0.024399999999999998,0.0415,
Iránytű,2019-05-08,0.4962,,0.0785,0.0254,0.0431,0.0608,
IDEA,2019-05-04,0.4924,,0.09050000000000001,0.0176,0.042699999999999995,0.042699999999999995,
Publicus,2019-04-20,0.4833,,0.0754,0.0,0.0,0.061900000000000004,
Publicus,2019-04-20,0.54,,0.05,,,0.03,
Századvég,2019-04-15,0.5427000000000001,,0.08289999999999999,0.0176,,0.042699999999999995,
Nézőpont,2019-04-13,0.5938,,0.0694,0.0174,0.0297,0.0397,
Závecz RI,2019-04-10,0.515,,0.09050000000000001,0.0176,0.0252,0.042699999999999995,
Medián,2019-03-31,0.5474,,0.09300000000000001,,0.013300000000000001,0.0407,
IDEA,2019-03-30,0.47850000000000004,,0.09119999999999999,0.0177,0.0304,0.0608,
Publicus,2019-03-16,0.484,,0.0635,,,0.0635,
Publicus,2019-03-16,0.48340000000000005,,0.036000000000000004,0.011399999999999999,0.0311,0.0321,
Nézőpont,2019-03-14,0.58,,0.058600000000000006,0.0171,0.0414,0.034300000000000004,
Závecz RI,2019-03-13,0.488,,0.086,0.017,0.0163,0.0581,
IDEA,2019-03-02,0.47350000000000003,,0.09119999999999999,,0.0431,0.0431,
Publicus,2019-02-16,0.4769,,0.053200000000000004,,0.0206,0.0346,
Nézőpont,2019-02-11,0.5640999999999999,,0.0594,0.0297,0.0347,0.0347,
Závecz RI,2019-02-06,0.4839,,0.08220000000000001,0.022400000000000003,0.0274,0.0446,
IDEA,2019-01-27,0.4703,,0.0891,0.0124,0.049400000000000006,0.0594,
Medián,2019-01-22,0.5532,,0.0889,0.0075,0.0086,0.0296,
Nézőpont,2019-01-14,0.561,,0.0649,0.029900000000000003,0.029900000000000003,0.0349,
Publicus,2019-01-12,0.4535,,0.0574,0.0155,0.0239,0.0394,
Századvég,2019-01-10,0.5428000000000001,,0.0717,,,,
Závecz RI,2019-01-07,0.47609999999999997,,0.0759,0.01,0.0346,0.0495,
IDEA,2018-12-18,0.5099,,0.08960000000000001,0.0124,0.042300000000000004,0.0473,
Publicus,2018-12-16,0.46619999999999995,,0.0591,0.0025,0.0245,0.0406,
Závecz RI,2018-12-09,0.509,,0.0788,0.0151,0.0321,0.0435,
Nézőpont,2018-12-05,0.5623,,0.0658,0.0304,0.0304,0.0354,
Medián,2018-12-02,0.5735,,0.0928,0.0218,0.0109,0.0351,
IDEA,2018-12-01,0.5126,,0.09050000000000001,0.0176,0.042699999999999995,0.04769999999999999,
Nézőpont,2018-11-18,0.5550999999999999,,0.0655,0.0253,0.0353,0.0353,
Publicus,2018-11-17,0.5151,,0.0446,0.019799999999999998,0.0346,0.019799999999999998,
Závecz RI,2018-11-17,0.5418,,0.0783,0.0103,0.0375,0.050300000000000004,
IDEA,2018-10-20,0.5511,,0.0723,0.0125,0.0424,0.0175,
Nézőpont,2018-10-19,0.5496,,0.071,0.0128,0.0355,0.0355,
Závecz RI,2018-10-16,0.5542,,0.0746,0.0118,0.0202,0.0398,
Publicus,2018-10-14,0.489,,0.0536,0.014499999999999999,0.034,0.0195,
Medián,2018-10-14,0.6231,,0.07980000000000001,0.0109,0.013500000000000002,0.0354,
Publicus,2018-09-15,0.53,,0.05,0.0,0.03,0.02,
Závecz RI,2018-09-15,0.5527000000000001,,0.0641,0.0163,0.0277,0.0302,
Publicus,2018-09-15,0.4815,,0.0556,0.0,0.037000000000000005,0.018500000000000003,
Medián,2018-09-14,0.5666,,0.0942,0.0161,0.013600000000000001,0.024700000000000003,
Nézőpont,2018-09-08,0.551,,0.07730000000000001,0.0125,0.029900000000000003,0.029900000000000003,
Századvég,2018-09-06,0.5418999999999999,,0.0658,,,,
Závecz RI,2018-08-14,0.5464,,0.0645,,0.034300000000000004,0.024,
Publicus,2018-08-13,0.503,,0.0394,,0.0248,0.0197,
Nézőpont,2018-08-01,0.5671,,0.064,0.012199999999999999,0.0172,0.0345,
Závecz RI,2018-07-14,0.5399,,0.0751,,0.0332,0.0168,
Publicus,2018-07-13,0.4765,,0.0385,,0.024300000000000002,0.019299999999999998,
Nézőpont,2018-07-09,0.5722999999999999,,0.0583,0.0121,0.017,0.0341,
Századvég,2018-07-04,0.5337,,0.0599,,,,
Nézőpont,2018-06-12,0.5793,,0.0467,,0.0172,0.0345,
Publicus,2018-06-10,0.45189999999999997,,0.0454,,0.0319,0.0319,
Závecz RI,2018-06-07,0.5311,,0.0636,,0.028399999999999998,0.019799999999999998,
Medián,2018-05-27,0.5692,,0.0667,,0.0058,0.035,
Nézőpont,2018-05-12,0.5743,,0.0467,,0.0172,0.0345,
Závecz RI,2018-05-09,0.4936,,0.0603,,0.0179,0.0325,
Publicus,2018-05-06,0.4545,,0.0451,,0.0167,0.030899999999999997,
Nézőpont,2018-04-21,0.5571,,0.059000000000000004,,0.0172,0.0345,
Publicus,2018-04-20,0.46380000000000005,,0.0434,,0.0178,0.030600000000000002,
Nézőpont,2018-04-08,0.42,,0.08,,0.02,,
Medián,2018-04-06,0.43,,0.07,,0.01,0.03,
Iránytű,2018-04-04,0.41509999999999997,,0.0712,,0.0172,0.0172,
Publicus,2018-03-31,0.4261,,0.0499,,0.0,0.016399999999999998,
Závecz RI,2018-03-30,0.46,,0.09,,0.01,0.02,
Századvég,2018-03-29,0.505,,0.0647,,,,
IDEA,2018-03-29,0.4133,,0.1213,,,0.012,
Medián,2018-03-25,0.5312,,0.0625,,0.0165,0.023,
Iránytű,2018-03-22,0.4121,,0.0707,,0.0171,0.029300000000000003,
Republikon,2018-03-16,0.4869,,0.0492,,,0.0181,
Nézőpont,2018-03-11,0.5732,,0.0707,,0.0177,0.030299999999999997,
Publicus,2018-03-11,0.4461,,0.056299999999999996,,0.013500000000000002,0.005600000000000001,
Závecz RI,2018-03-10,0.46869999999999995,,0.0678,,0.0232,0.0253,
Medián,2018-03-04,0.5361,,0.0855,,,0.0184,
Nézőpont,2018-03-03,0.52,,0.06,,0.02,0.04,
Iránytű,2018-02-28,0.43829999999999997,,0.07519999999999999,,0.012,0.041100000000000005,
Századvég,2018-02-27,0.5221,,0.06570000000000001,,,,
IDEA,2018-02-27,0.38670000000000004,,0.1183,,,0.0167,
Republikon,2018-02-15,0.4777,,0.0546,,,0.0182,
Nézőpont,2018-02-12,0.5777,,0.0708,,0.0177,0.0304,
Publicus,2018-02-11,0.4404,,0.0574,,0.0194,0.0025,
Závecz RI,2018-02-11,0.5,,0.0753,,0.0113,0.022099999999999998,
Századvég,2018-02-09,0.505,,0.0779,,,,
IDEA,2018-01-30,0.4012,,0.10880000000000001,,,0.0161,
Republikon,2018-01-25,0.5231,,0.0492,,,0.0311,
Medián,2018-01-21,0.5146999999999999,,0.0858,,0.0059,0.0113,
Századvég,2018-01-20,0.5015,,0.0652,,,,
Publicus,2018-01-13,0.45530000000000004,,0.0475,,0.014199999999999999,0.0025,
Nézőpont,2018-01-12,0.5825,,0.0712,,0.0178,0.030600000000000002,
Závecz RI,2018-01-11,0.5085000000000001,,0.0748,,0.0083,0.0248,
Iránytű,2018-01-07,0.47240000000000004,,0.0702,,0.012,0.0361,
Századvég,2017-12-30,0.5135000000000001,,0.0652,,,,
Republikon,2017-12-15,0.5711999999999999,,0.050300000000000004,,,0.0184,
Publicus,2017-12-10,0.4681,,0.06509999999999999,,0.018799999999999997,0.018799999999999997,
Závecz RI,2017-12-10,0.5101,,0.0782,,0.0038,0.020499999999999997,
Nézőpont,2017-12-09,0.5487,,0.0767,,0.0179,0.030899999999999997,
Iránytű,2017-12-09,0.48969999999999997,,0.0692,,0.0168,0.0355,
Medián,2017-11-27,0.5793,,0.0704,,0.0086,0.013600000000000001,
Iránytű,2017-11-27,0.4797,,0.0805,,0.0118,0.0353,
Századvég,2017-11-24,0.505,,0.0528,,,,
Republikon,2017-11-24,0.5683,,0.055,,,0.0317,
Publicus,2017-11-13,0.48009999999999997,,0.0588,,0.0134,0.0134,
Závecz RI,2017-11-10,0.4824,,0.0959,,0.0076,0.0197,
Nézőpont,2017-11-10,0.5178,,0.0717,,0.0179,0.0359,
Medián,2017-10-22,0.5879,,0.0704,,0.018600000000000002,0.0111,
Iránytű,2017-10-18,0.4733,,0.0692,,0.0108,0.0325,
Publicus,2017-10-14,0.4731,,0.0463,,0.018799999999999997,0.018799999999999997,
Republikon,2017-10-13,0.5439,,0.0507,,,0.0321,
Századvég,2017-10-11,0.4929,,0.060700000000000004,,,,
Závecz RI,2017-10-10,0.45399999999999996,,0.08470000000000001,,0.013500000000000002,0.0253,
Nézőpont,2017-10-08,0.4783,,0.0733,,0.0317,0.036699999999999997,
